group,old_url,new_url,note
a-muru-ru,/catalog/tekstil/spalnya/nastolnaya-lampa-s-tkanevym-abazhurom/,/catalog/tekstil/spalnya/postelnoe-bele-tishina-naturalnyy-neokrashennyy-khlopok-5/,
c-cyrillic-staging,/catalog/текстиль/спальня/MU0059/,/catalog/tekstil/spalnya/postelnoe-bele-tishina-naturalnyy-neokrashennyy-khlopok-5/,
a-muru-ru,/catalog/tekstil/spalnya/nastolnaya-lampa-s-keramicheskim-osnovaniem/,/catalog/tekstil/spalnya/postelnoe-bele-tishina-naturalnyy-neokrashennyy-khlopok-6/,
c-cyrillic-staging,/catalog/текстиль/спальня/MU0060/,/catalog/tekstil/spalnya/postelnoe-bele-tishina-naturalnyy-neokrashennyy-khlopok-6/,
c-cyrillic-staging,/catalog/вазы-и-аксессуары/вазы-и-кувшины/MU0061/,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-steklyannaya-blown/,
a-muru-ru,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/keramicheskoe-servirovochnoe-blyudo-glina/,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-steklyannaya-batter/,
c-cyrillic-staging,/catalog/вазы-и-аксессуары/вазы-и-кувшины/MU0062/,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-steklyannaya-batter/,
a-muru-ru,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-steklyannaya-grey-644222884/,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-steklyannaya-grey/,
c-cyrillic-staging,/catalog/вазы-и-аксессуары/вазы-и-кувшины/MU0063/,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-steklyannaya-grey/,
a-muru-ru,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-steklyannaya-grey-833320905/,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-steklyannaya-grey-2/,
c-cyrillic-staging,/catalog/вазы-и-аксессуары/вазы-и-кувшины/MU0064/,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-steklyannaya-grey-2/,
a-muru-ru,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-steklyannaya-vsplesk-103139271/,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-steklyannaya-vsplesk/,
c-cyrillic-staging,/catalog/вазы-и-аксессуары/вазы-и-кувшины/MU0065/,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-steklyannaya-vsplesk/,
a-muru-ru,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-steklyannaya-tyulpan-424813474/,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-steklyannaya-tyulpan/,
c-cyrillic-staging,/catalog/вазы-и-аксессуары/вазы-и-кувшины/MU0066/,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-steklyannaya-tyulpan/,
a-muru-ru,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-steklyannaya-tyulpan-1140600954/,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-steklyannaya-tyulpan-2/,
c-cyrillic-staging,/catalog/вазы-и-аксессуары/вазы-и-кувшины/MU0067/,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-steklyannaya-tyulpan-2/,
a-muru-ru,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/derzhatel-dlya-salfetok/,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-steklyannaya-vabi-sabi/,
c-cyrillic-staging,/catalog/вазы-и-аксессуары/вазы-и-кувшины/MU0068/,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-steklyannaya-vabi-sabi/,
a-muru-ru,/catalog/floristika-dlya-doma/gorshki-i-kashpo/derzhatel-dlya-salfetok-1469644078/,/catalog/floristika-dlya-doma/gorshki-i-kashpo/keramicheskoe-kashpo-vintazh/,
c-cyrillic-staging,/catalog/флористика/горшки-и-кашпо/MU0069/,/catalog/floristika-dlya-doma/gorshki-i-kashpo/keramicheskoe-kashpo-vintazh/,
