sku,crm_name,crm_category,crm_subcategory,current_url,muru_url,muru_slug,muru_slug_clean,bitrix_title,translit_name_slug,clean_matches_name,clean_matches_bitrix_title,base_slug,collision_index,final_slug,source,top_final_slug,leaf_final_slug,final_url
MU0146,"Постер ""Желтые цветы"" средний",Интерьер,Постеры,/catalog/интерьер/постеры/MU0146/,https://muru.ru/catalog/interer/postery/poster-zheltye-tsvety-1839240781/,poster-zheltye-tsvety-1839240781,no,"Постер ""Желтые цветы"" средний",poster-zheltye-tsvety-sredniy,,,poster-zheltye-tsvety-sredniy,,poster-zheltye-tsvety-sredniy,autotranslit (muru.ru slug has Bitrix suffix),interer,postery,/catalog/interer/postery/poster-zheltye-tsvety-sredniy/
MU0147,"Постер ""Желтые цветы"" большой",Интерьер,Постеры,/catalog/интерьер/постеры/MU0147/,https://muru.ru/catalog/interer/postery/poster-zheltye-tsvety-130871307/,poster-zheltye-tsvety-130871307,no,"Постер ""Желтые цветы"" большой",poster-zheltye-tsvety-bolshoy,,,poster-zheltye-tsvety-bolshoy,,poster-zheltye-tsvety-bolshoy,autotranslit (muru.ru slug has Bitrix suffix),interer,postery,/catalog/interer/postery/poster-zheltye-tsvety-bolshoy/
MU0148,"Постер ""Ботаника"" малый",Интерьер,Постеры,/catalog/интерьер/постеры/MU0148/,https://muru.ru/catalog/interer/postery/poster-botanika-787850088/,poster-botanika-787850088,no,"Постер ""Ботаника"" малый",poster-botanika-malyy,,,poster-botanika-malyy,,poster-botanika-malyy,autotranslit (muru.ru slug has Bitrix suffix),interer,postery,/catalog/interer/postery/poster-botanika-malyy/
MU0149,"Постер ""Ботаника"" средний",Интерьер,Постеры,/catalog/интерьер/постеры/MU0149/,https://muru.ru/catalog/interer/postery/poster-botanika-435207777/,poster-botanika-435207777,no,"Постер ""Ботаника"" средний",poster-botanika-sredniy,,,poster-botanika-sredniy,,poster-botanika-sredniy,autotranslit (muru.ru slug has Bitrix suffix),interer,postery,/catalog/interer/postery/poster-botanika-sredniy/
MU0150,"Постер ""Ботаника"" большой",Интерьер,Постеры,/catalog/интерьер/постеры/MU0150/,https://muru.ru/catalog/interer/postery/poster-botanika-1824548472/,poster-botanika-1824548472,no,"Постер ""Ботаника"" большой",poster-botanika-bolshoy,,,poster-botanika-bolshoy,,poster-botanika-bolshoy,autotranslit (muru.ru slug has Bitrix suffix),interer,postery,/catalog/interer/postery/poster-botanika-bolshoy/
MU0151,"Постер ""Баланс"" малый",Интерьер,Постеры,/catalog/интерьер/постеры/MU0151/,https://muru.ru/catalog/interer/postery/poster-balans-214858431/,poster-balans-214858431,no,"Постер ""Баланс"" малый",poster-balans-malyy,,,poster-balans-malyy,,poster-balans-malyy,autotranslit (muru.ru slug has Bitrix suffix),interer,postery,/catalog/interer/postery/poster-balans-malyy/
MU0152,"Постер ""Баланс"" средний",Интерьер,Постеры,/catalog/интерьер/постеры/MU0152/,https://muru.ru/catalog/interer/postery/poster-balans-2146224697/,poster-balans-2146224697,no,"Постер ""Баланс"" средний",poster-balans-sredniy,,,poster-balans-sredniy,,poster-balans-sredniy,autotranslit (muru.ru slug has Bitrix suffix),interer,postery,/catalog/interer/postery/poster-balans-sredniy/
MU0153,"Постер ""Баланс"" большой",Интерьер,Постеры,/catalog/интерьер/постеры/MU0153/,https://muru.ru/catalog/interer/postery/poster-balans-535021116/,poster-balans-535021116,no,"Постер ""Баланс"" большой",poster-balans-bolshoy,,,poster-balans-bolshoy,,poster-balans-bolshoy,autotranslit (muru.ru slug has Bitrix suffix),interer,postery,/catalog/interer/postery/poster-balans-bolshoy/
MU0154,"Постер ""Анри Матисс"" малый",Интерьер,Постеры,/catalog/интерьер/постеры/MU0154/,https://muru.ru/catalog/interer/postery/poster-anri-matiss-333914073/,poster-anri-matiss-333914073,no,"Постер ""Анри Матисс"" малый",poster-anri-matiss-malyy,,,poster-anri-matiss-malyy,,poster-anri-matiss-malyy,autotranslit (muru.ru slug has Bitrix suffix),interer,postery,/catalog/interer/postery/poster-anri-matiss-malyy/
MU0155,"Постер ""Анри Матисс"" средний",Интерьер,Постеры,/catalog/интерьер/постеры/MU0155/,https://muru.ru/catalog/interer/postery/poster-anri-matiss-1314961686/,poster-anri-matiss-1314961686,no,"Постер ""Анри Матисс"" средний",poster-anri-matiss-sredniy,,,poster-anri-matiss-sredniy,,poster-anri-matiss-sredniy,autotranslit (muru.ru slug has Bitrix suffix),interer,postery,/catalog/interer/postery/poster-anri-matiss-sredniy/
MU0156,"Постер ""Анри Матисс"" большой",Интерьер,Постеры,/catalog/интерьер/постеры/MU0156/,https://muru.ru/catalog/interer/postery/poster-anri-matiss-1142884761/,poster-anri-matiss-1142884761,no,"Постер ""Анри Матисс"" большой",poster-anri-matiss-bolshoy,,,poster-anri-matiss-bolshoy,,poster-anri-matiss-bolshoy,autotranslit (muru.ru slug has Bitrix suffix),interer,postery,/catalog/interer/postery/poster-anri-matiss-bolshoy/
MU0157,"Постер ""Абстракция"" малый",Интерьер,Постеры,/catalog/интерьер/постеры/MU0157/,https://muru.ru/catalog/interer/postery/poster-abstraktsiya-11361136/,poster-abstraktsiya-11361136,no,"Постер ""Абстракция"" малый",poster-abstraktsiya-malyy,,,poster-abstraktsiya-malyy,,poster-abstraktsiya-malyy,autotranslit (muru.ru slug has Bitrix suffix),interer,postery,/catalog/interer/postery/poster-abstraktsiya-malyy/
MU0158,"Постер ""Абстракция"" средний",Интерьер,Постеры,/catalog/интерьер/постеры/MU0158/,https://muru.ru/catalog/interer/postery/poster-abstraktsiya-1088828204/,poster-abstraktsiya-1088828204,no,"Постер ""Абстракция"" средний",poster-abstraktsiya-sredniy,,,poster-abstraktsiya-sredniy,,poster-abstraktsiya-sredniy,autotranslit (muru.ru slug has Bitrix suffix),interer,postery,/catalog/interer/postery/poster-abstraktsiya-sredniy/
MU0159,"Постер ""Абстракция"" большой",Интерьер,Постеры,/catalog/интерьер/постеры/MU0159/,https://muru.ru/catalog/interer/postery/poster-abstraktsiya-911387493/,poster-abstraktsiya-911387493,no,"Постер ""Абстракция"" большой",poster-abstraktsiya-bolshoy,,,poster-abstraktsiya-bolshoy,,poster-abstraktsiya-bolshoy,autotranslit (muru.ru slug has Bitrix suffix),interer,postery,/catalog/interer/postery/poster-abstraktsiya-bolshoy/
MU0160,"Постер ""Абстракция объятие"" малый",Интерьер,Постеры,/catalog/интерьер/постеры/MU0160/,https://muru.ru/catalog/interer/postery/poster-abstraktsiya-obyatie-441150640/,poster-abstraktsiya-obyatie-441150640,no,"Постер ""Абстракция объятие"" малый",poster-abstraktsiya-obyatie-malyy,,,poster-abstraktsiya-obyatie-malyy,,poster-abstraktsiya-obyatie-malyy,autotranslit (muru.ru slug has Bitrix suffix),interer,postery,/catalog/interer/postery/poster-abstraktsiya-obyatie-malyy/
MU0161,"Постер ""Абстракция объятие"" средний",Интерьер,Постеры,/catalog/интерьер/постеры/MU0161/,https://muru.ru/catalog/interer/postery/poster-abstraktsiya-obyatie-717097323/,poster-abstraktsiya-obyatie-717097323,no,"Постер ""Абстракция объятие"" средний",poster-abstraktsiya-obyatie-sredniy,,,poster-abstraktsiya-obyatie-sredniy,,poster-abstraktsiya-obyatie-sredniy,autotranslit (muru.ru slug has Bitrix suffix),interer,postery,/catalog/interer/postery/poster-abstraktsiya-obyatie-sredniy/
MU0162,"Постер ""Абстракция объятие"" большой",Интерьер,Постеры,/catalog/интерьер/постеры/MU0162/,https://muru.ru/catalog/interer/postery/poster-abstraktsiya-obyatie-37431769/,poster-abstraktsiya-obyatie-37431769,no,"Постер ""Абстракция объятие"" большой",poster-abstraktsiya-obyatie-bolshoy,,,poster-abstraktsiya-obyatie-bolshoy,,poster-abstraktsiya-obyatie-bolshoy,autotranslit (muru.ru slug has Bitrix suffix),interer,postery,/catalog/interer/postery/poster-abstraktsiya-obyatie-bolshoy/
MU0163,"Постер ""Абстракция пейзаж"" малый",Интерьер,Постеры,/catalog/интерьер/постеры/MU0163/,https://muru.ru/catalog/interer/postery/poster-abstraktsiya-peyzazh-1995675341/,poster-abstraktsiya-peyzazh-1995675341,no,"Постер ""Абстракция пейзаж"" малый",poster-abstraktsiya-peyzazh-malyy,,,poster-abstraktsiya-peyzazh-malyy,,poster-abstraktsiya-peyzazh-malyy,autotranslit (muru.ru slug has Bitrix suffix),interer,postery,/catalog/interer/postery/poster-abstraktsiya-peyzazh-malyy/
MU0164,"Постер ""Абстракция пейзаж"" средний",Интерьер,Постеры,/catalog/интерьер/постеры/MU0164/,https://muru.ru/catalog/interer/postery/poster-abstraktsiya-peyzazh-1179082607/,poster-abstraktsiya-peyzazh-1179082607,no,"Постер ""Абстракция пейзаж"" средний",poster-abstraktsiya-peyzazh-sredniy,,,poster-abstraktsiya-peyzazh-sredniy,,poster-abstraktsiya-peyzazh-sredniy,autotranslit (muru.ru slug has Bitrix suffix),interer,postery,/catalog/interer/postery/poster-abstraktsiya-peyzazh-sredniy/
MU0165,"Постер ""Абстракция пейзаж"" большой",Интерьер,Постеры,/catalog/интерьер/постеры/MU0165/,https://muru.ru/catalog/interer/postery/poster-abstraktsiya-peyzazh-398797209/,poster-abstraktsiya-peyzazh-398797209,no,"Постер ""Абстракция пейзаж"" большой",poster-abstraktsiya-peyzazh-bolshoy,,,poster-abstraktsiya-peyzazh-bolshoy,,poster-abstraktsiya-peyzazh-bolshoy,autotranslit (muru.ru slug has Bitrix suffix),interer,postery,/catalog/interer/postery/poster-abstraktsiya-peyzazh-bolshoy/
MU0167,Ваза стеклянная,Вазы и аксессуары,Вазы и кувшины,/catalog/вазы-и-аксессуары/вазы-и-кувшины/MU0167/,https://muru.ru/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/poster-chin-chin-1855289091/,poster-chin-chin-1855289091,no,Ваза стеклянная,vaza-steklyannaya,,,vaza-steklyannaya,,vaza-steklyannaya,autotranslit (muru.ru slug has Bitrix suffix),vazy-i-aksessuary,vazy-i-kuvshiny,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-steklyannaya/
MU0168,Ваза керамическая,Вазы и аксессуары,Вазы и кувшины,/catalog/вазы-и-аксессуары/вазы-и-кувшины/MU0168/,https://muru.ru/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/poster-chin-chin-1092053209/,poster-chin-chin-1092053209,no,Ваза керамическая,vaza-keramicheskaya,,,vaza-keramicheskaya,,vaza-keramicheskaya,autotranslit (muru.ru slug has Bitrix suffix),vazy-i-aksessuary,vazy-i-kuvshiny,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-keramicheskaya/
MU0169,Ваза керамическая,Вазы и аксессуары,Вазы и кувшины,/catalog/вазы-и-аксессуары/вазы-и-кувшины/MU0169/,https://muru.ru/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/poster-ty/,poster-ty,yes,Ваза керамическая,vaza-keramicheskaya,no,no,vaza-keramicheskaya,2,vaza-keramicheskaya-2,autotranslit (muru.ru slug describes another product),vazy-i-aksessuary,vazy-i-kuvshiny,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-keramicheskaya-2/
MU0170,Ваза керамическая,Вазы и аксессуары,Вазы и кувшины,/catalog/вазы-и-аксессуары/вазы-и-кувшины/MU0170/,https://muru.ru/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/poster-ty-683178112/,poster-ty-683178112,no,Ваза керамическая,vaza-keramicheskaya,,,vaza-keramicheskaya,3,vaza-keramicheskaya-3,autotranslit (muru.ru slug has Bitrix suffix),vazy-i-aksessuary,vazy-i-kuvshiny,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-keramicheskaya-3/
MU0171,Ваза стеклянная,Вазы и аксессуары,Вазы и кувшины,/catalog/вазы-и-аксессуары/вазы-и-кувшины/MU0171/,https://muru.ru/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/poster-ty-1414275150/,poster-ty-1414275150,no,Ваза стеклянная,vaza-steklyannaya,,,vaza-steklyannaya,2,vaza-steklyannaya-2,autotranslit (muru.ru slug has Bitrix suffix),vazy-i-aksessuary,vazy-i-kuvshiny,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-steklyannaya-2/
MU0172,Ваза стеклянная,Вазы и аксессуары,Вазы и кувшины,/catalog/вазы-и-аксессуары/вазы-и-кувшины/MU0172/,https://muru.ru/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/poster-lyubov-vitaet-v-vozdukhe/,poster-lyubov-vitaet-v-vozdukhe,yes,Ваза стеклянная,vaza-steklyannaya,no,no,vaza-steklyannaya,3,vaza-steklyannaya-3,autotranslit (muru.ru slug describes another product),vazy-i-aksessuary,vazy-i-kuvshiny,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-steklyannaya-3/
MU0173,Кашпо,Флористика,Горшки и кашпо,/catalog/флористика/горшки-и-кашпо/MU0173/,https://muru.ru/catalog/floristika-dlya-doma/gorshki-i-kashpo/kashpo/,kashpo,yes,Кашпо,kashpo,yes,yes,kashpo,,kashpo,muru.ru clean slug,floristika-dlya-doma,gorshki-i-kashpo,/catalog/floristika-dlya-doma/gorshki-i-kashpo/kashpo/
MU0174,Кашпо,Флористика,Горшки и кашпо,/catalog/флористика/горшки-и-кашпо/MU0174/,https://muru.ru/catalog/floristika-dlya-doma/gorshki-i-kashpo/kashpo-1480161548/,kashpo-1480161548,no,Кашпо,kashpo,,,kashpo,2,kashpo-2,autotranslit (muru.ru slug has Bitrix suffix),floristika-dlya-doma,gorshki-i-kashpo,/catalog/floristika-dlya-doma/gorshki-i-kashpo/kashpo-2/
MU0175,Керамический подсвечник,Без категории,,/catalog/без-категории/без-категории/MU0175/,,,,,keramicheskiy-podsvechnik,,,keramicheskiy-podsvechnik,,keramicheskiy-podsvechnik,autotranslit (no muru.ru counterpart),bez-kategorii,bez-kategorii,/catalog/bez-kategorii/bez-kategorii/keramicheskiy-podsvechnik/
MU0176,Керамический подсвечник,Без категории,,/catalog/без-категории/без-категории/MU0176/,,,,,keramicheskiy-podsvechnik,,,keramicheskiy-podsvechnik,2,keramicheskiy-podsvechnik-2,autotranslit (no muru.ru counterpart),bez-kategorii,bez-kategorii,/catalog/bez-kategorii/bez-kategorii/keramicheskiy-podsvechnik-2/
MU0177,Керамический подсвечник,Без категории,,/catalog/без-категории/без-категории/MU0177/,,,,,keramicheskiy-podsvechnik,,,keramicheskiy-podsvechnik,3,keramicheskiy-podsvechnik-3,autotranslit (no muru.ru counterpart),bez-kategorii,bez-kategorii,/catalog/bez-kategorii/bez-kategorii/keramicheskiy-podsvechnik-3/
MU0178,Керамический подсвечник,Без категории,,/catalog/без-категории/без-категории/MU0178/,,,,,keramicheskiy-podsvechnik,,,keramicheskiy-podsvechnik,4,keramicheskiy-podsvechnik-4,autotranslit (no muru.ru counterpart),bez-kategorii,bez-kategorii,/catalog/bez-kategorii/bez-kategorii/keramicheskiy-podsvechnik-4/
MU0179,Керамический подсвечник,Без категории,,/catalog/без-категории/без-категории/MU0179/,,,,,keramicheskiy-podsvechnik,,,keramicheskiy-podsvechnik,5,keramicheskiy-podsvechnik-5,autotranslit (no muru.ru counterpart),bez-kategorii,bez-kategorii,/catalog/bez-kategorii/bez-kategorii/keramicheskiy-podsvechnik-5/
MU0180,Керамический подсвечник,Без категории,,/catalog/без-категории/без-категории/MU0180/,,,,,keramicheskiy-podsvechnik,,,keramicheskiy-podsvechnik,6,keramicheskiy-podsvechnik-6,autotranslit (no muru.ru counterpart),bez-kategorii,bez-kategorii,/catalog/bez-kategorii/bez-kategorii/keramicheskiy-podsvechnik-6/
MU0181,Керамический подсвечник,Без категории,,/catalog/без-категории/без-категории/MU0181/,,,,,keramicheskiy-podsvechnik,,,keramicheskiy-podsvechnik,7,keramicheskiy-podsvechnik-7,autotranslit (no muru.ru counterpart),bez-kategorii,bez-kategorii,/catalog/bez-kategorii/bez-kategorii/keramicheskiy-podsvechnik-7/
MU0182,Керамическая ваза,Без категории,,/catalog/без-категории/без-категории/MU0182/,,,,,keramicheskaya-vaza,,,keramicheskaya-vaza,,keramicheskaya-vaza,autotranslit (no muru.ru counterpart),bez-kategorii,bez-kategorii,/catalog/bez-kategorii/bez-kategorii/keramicheskaya-vaza/
MU0183,Керамическая ваза,Без категории,,/catalog/без-категории/без-категории/MU0183/,,,,,keramicheskaya-vaza,,,keramicheskaya-vaza,2,keramicheskaya-vaza-2,autotranslit (no muru.ru counterpart),bez-kategorii,bez-kategorii,/catalog/bez-kategorii/bez-kategorii/keramicheskaya-vaza-2/
MU0184,Керамическая ваза,Без категории,,/catalog/без-категории/без-категории/MU0184/,,,,,keramicheskaya-vaza,,,keramicheskaya-vaza,3,keramicheskaya-vaza-3,autotranslit (no muru.ru counterpart),bez-kategorii,bez-kategorii,/catalog/bez-kategorii/bez-kategorii/keramicheskaya-vaza-3/
MU0185,"Керамическая ваза ""Форма света""",Без категории,,/catalog/без-категории/без-категории/MU0185/,,,,,keramicheskaya-vaza-forma-sveta,,,keramicheskaya-vaza-forma-sveta,5,keramicheskaya-vaza-forma-sveta-5,autotranslit (no muru.ru counterpart),bez-kategorii,bez-kategorii,/catalog/bez-kategorii/bez-kategorii/keramicheskaya-vaza-forma-sveta-5/
MU0186,"Керамическая ваза ""Форма света""",Без категории,,/catalog/без-категории/без-категории/MU0186/,,,,,keramicheskaya-vaza-forma-sveta,,,keramicheskaya-vaza-forma-sveta,6,keramicheskaya-vaza-forma-sveta-6,autotranslit (no muru.ru counterpart),bez-kategorii,bez-kategorii,/catalog/bez-kategorii/bez-kategorii/keramicheskaya-vaza-forma-sveta-6/
MU0187,"Керамическая ваза ""Форма света""",Без категории,,/catalog/без-категории/без-категории/MU0187/,,,,,keramicheskaya-vaza-forma-sveta,,,keramicheskaya-vaza-forma-sveta,7,keramicheskaya-vaza-forma-sveta-7,autotranslit (no muru.ru counterpart),bez-kategorii,bez-kategorii,/catalog/bez-kategorii/bez-kategorii/keramicheskaya-vaza-forma-sveta-7/
MU0188,Керамическая ваза,Без категории,,/catalog/без-категории/без-категории/MU0188/,,,,,keramicheskaya-vaza,,,keramicheskaya-vaza,4,keramicheskaya-vaza-4,autotranslit (no muru.ru counterpart),bez-kategorii,bez-kategorii,/catalog/bez-kategorii/bez-kategorii/keramicheskaya-vaza-4/
MU0189,Керамическая ваза,Без категории,,/catalog/без-категории/без-категории/MU0189/,,,,,keramicheskaya-vaza,,,keramicheskaya-vaza,5,keramicheskaya-vaza-5,autotranslit (no muru.ru counterpart),bez-kategorii,bez-kategorii,/catalog/bez-kategorii/bez-kategorii/keramicheskaya-vaza-5/
MU0190,Керамический держатель для салфеток,Без категории,,/catalog/без-категории/без-категории/MU0190/,,,,,keramicheskiy-derzhatel-dlya-salfetok,,,keramicheskiy-derzhatel-dlya-salfetok,,keramicheskiy-derzhatel-dlya-salfetok,autotranslit (no muru.ru counterpart),bez-kategorii,bez-kategorii,/catalog/bez-kategorii/bez-kategorii/keramicheskiy-derzhatel-dlya-salfetok/
MU0193,Сервировочное блюдо на ножке,Без категории,,/catalog/без-категории/без-категории/MU0193/,,,,,servirovochnoe-blyudo-na-nozhke,,,servirovochnoe-blyudo-na-nozhke,,servirovochnoe-blyudo-na-nozhke,autotranslit (no muru.ru counterpart),bez-kategorii,bez-kategorii,/catalog/bez-kategorii/bez-kategorii/servirovochnoe-blyudo-na-nozhke/
MU0198,"Ваза стеклянная ""Ваби Саби""",Вазы и аксессуары,Вазы и кувшины,/catalog/вазы-и-аксессуары/вазы-и-кувшины/MU0198/,https://muru.ru/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/poster-abstraktsiya-obyatie-1925175868/,poster-abstraktsiya-obyatie-1925175868,no,"Ваза стеклянная ""Ваби Саби""",vaza-steklyannaya-vabi-sabi,,,vaza-steklyannaya-vabi-sabi,2,vaza-steklyannaya-vabi-sabi-2,autotranslit (muru.ru slug has Bitrix suffix),vazy-i-aksessuary,vazy-i-kuvshiny,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-steklyannaya-vabi-sabi-2/
MU0199,"Ваза стеклянная ""Ваби Саби""",Вазы и аксессуары,Вазы и кувшины,/catalog/вазы-и-аксессуары/вазы-и-кувшины/MU0199/,https://muru.ru/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/poster-abstraktsiya-peyzazh/,poster-abstraktsiya-peyzazh,yes,"Ваза стеклянная ""Ваби Саби""",vaza-steklyannaya-vabi-sabi,no,no,vaza-steklyannaya-vabi-sabi,3,vaza-steklyannaya-vabi-sabi-3,autotranslit (muru.ru slug describes another product),vazy-i-aksessuary,vazy-i-kuvshiny,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-steklyannaya-vabi-sabi-3/
MU0200,"Ваза стеклянная ""Меланж""",Без категории,,/catalog/без-категории/без-категории/MU0200/,,,,,vaza-steklyannaya-melanzh,,,vaza-steklyannaya-melanzh,,vaza-steklyannaya-melanzh,autotranslit (no muru.ru counterpart),bez-kategorii,bez-kategorii,/catalog/bez-kategorii/bez-kategorii/vaza-steklyannaya-melanzh/
MU0203,"Ваза керамическая ""Тыква""",Вазы и аксессуары,Вазы и кувшины,/catalog/вазы-и-аксессуары/вазы-и-кувшины/MU0203/,https://muru.ru/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-steklyannaya-26726449/,vaza-steklyannaya-26726449,no,"Ваза керамическая ""Тыква""",vaza-keramicheskaya-tykva,,,vaza-keramicheskaya-tykva,,vaza-keramicheskaya-tykva,autotranslit (muru.ru slug has Bitrix suffix),vazy-i-aksessuary,vazy-i-kuvshiny,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-keramicheskaya-tykva/
MU0204,"Ваза керамическая ""Тыква""",Вазы и аксессуары,Вазы и кувшины,/catalog/вазы-и-аксессуары/вазы-и-кувшины/MU0204/,https://muru.ru/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-keramicheskaya/,vaza-keramicheskaya,yes,"Ваза керамическая ""Тыква""",vaza-keramicheskaya-tykva,no,no,vaza-keramicheskaya-tykva,2,vaza-keramicheskaya-tykva-2,autotranslit (muru.ru slug describes another product),vazy-i-aksessuary,vazy-i-kuvshiny,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-keramicheskaya-tykva-2/
MU0205,"Ваза керамическая ""Тыква""",Вазы и аксессуары,Вазы и кувшины,/catalog/вазы-и-аксессуары/вазы-и-кувшины/MU0205/,https://muru.ru/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-keramicheskaya-771415311/,vaza-keramicheskaya-771415311,no,"Ваза керамическая ""Тыква""",vaza-keramicheskaya-tykva,,,vaza-keramicheskaya-tykva,3,vaza-keramicheskaya-tykva-3,autotranslit (muru.ru slug has Bitrix suffix),vazy-i-aksessuary,vazy-i-kuvshiny,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/vaza-keramicheskaya-tykva-3/
MU0206,Ароматическая свеча в стекле большая,Натуральный декор,Свечи,/catalog/натуральный-декор/свечи/MU0206/,https://muru.ru/catalog/naturalnyy-dekor/svechi/vaza-keramicheskaya-96697980/,vaza-keramicheskaya-96697980,no,Ароматическая свеча в стекле большая,aromaticheskaya-svecha-v-stekle-bolshaya,,,aromaticheskaya-svecha-v-stekle-bolshaya,,aromaticheskaya-svecha-v-stekle-bolshaya,autotranslit (muru.ru slug has Bitrix suffix),naturalnyy-dekor,svechi,/catalog/naturalnyy-dekor/svechi/aromaticheskaya-svecha-v-stekle-bolshaya/
MU0207,Ароматическая свеча в стекле большая,Натуральный декор,Свечи,/catalog/натуральный-декор/свечи/MU0207/,https://muru.ru/catalog/naturalnyy-dekor/svechi/vaza-steklyannaya-1076971271/,vaza-steklyannaya-1076971271,no,Ароматическая свеча в стекле большая,aromaticheskaya-svecha-v-stekle-bolshaya,,,aromaticheskaya-svecha-v-stekle-bolshaya,2,aromaticheskaya-svecha-v-stekle-bolshaya-2,autotranslit (muru.ru slug has Bitrix suffix),naturalnyy-dekor,svechi,/catalog/naturalnyy-dekor/svechi/aromaticheskaya-svecha-v-stekle-bolshaya-2/
